RUN	Compenssar.portal1	portal1	1573827820291	 	3.0.2
USER	portal1	1	START	1573827823166	1573827823166
REQUEST	1		request_0	1573827823214	1573827823664	OK	 
REQUEST	1		request_1	1573827827687	1573827827904	OK	 
REQUEST	1		request_2	1573827828297	1573827828351	OK	 
REQUEST	1		request_8	1573827828361	1573827828387	OK	 
REQUEST	1		request_9	1573827828392	1573827828426	OK	 
REQUEST	1		request_10	1573827828428	1573827828499	OK	 
REQUEST	1		request_11	1573827828500	1573827828552	OK	 
REQUEST	1		request_87	1573827828216	1573827828564	OK	 
REQUEST	1		request_93	1573827828218	1573827828579	OK	 
REQUEST	1		request_124	1573827828218	1573827828590	OK	 
REQUEST	1		request_126	1573827828221	1573827828679	OK	 
REQUEST	1		request_113	1573827828243	1573827828700	OK	 
REQUEST	1		request_115	1573827828245	1573827828703	OK	 
REQUEST	1		request_51	1573827828259	1573827828710	OK	 
REQUEST	1		request_12	1573827828561	1573827828713	OK	 
REQUEST	1		request_87	1573827828577	1573827828764	OK	 
REQUEST	1		request_131	1573827828678	1573827828767	OK	 
REQUEST	1		request_125	1573827828220	1573827828770	OK	 
REQUEST	1		request_83	1573827828267	1573827828776	OK	 
REQUEST	1		request_6	1573827828305	1573827828784	OK	 
REQUEST	1		request_7	1573827828308	1573827828788	OK	 
REQUEST	1		request_13	1573827828715	1573827828810	OK	 
REQUEST	1		request_133	1573827828766	1573827828817	OK	 
REQUEST	1		request_130	1573827828586	1573827828827	OK	 
REQUEST	1		request_134	1573827828769	1573827828833	OK	 
REQUEST	1		request_132	1573827828682	1573827828843	OK	 
REQUEST	1		request_162	1573827828706	1573827828847	OK	 
REQUEST	1		request_219	1573827828247	1573827828854	OK	 
REQUEST	1		request_3	1573827828300	1573827828870	OK	 
REQUEST	1		request_14	1573827828786	1573827828880	OK	 
REQUEST	1		request_16	1573827828812	1573827828885	OK	 
REQUEST	1		request_81	1573827828173	1573827828898	OK	 
REQUEST	1		request_137	1573827828820	1573827828901	OK	 
REQUEST	1		request_138	1573827828830	1573827828904	OK	 
REQUEST	1		request_135	1573827828773	1573827828910	OK	 
REQUEST	1		request_161	1573827828702	1573827828913	OK	 
REQUEST	1		request_15	1573827828803	1573827828923	OK	 
REQUEST	1		request_19	1573827828887	1573827828928	OK	 
REQUEST	1		request_85	1573827828215	1573827828931	OK	 
REQUEST	1		request_139	1573827828841	1573827828933	OK	 
REQUEST	1		request_140	1573827828845	1573827828938	OK	 
REQUEST	1		request_165	1573827828852	1573827828941	OK	 
REQUEST	1		request_84	1573827828267	1573827828945	OK	 
REQUEST	1		request_17	1573827828878	1573827828965	OK	 
REQUEST	1		request_18	1573827828883	1573827828968	OK	 
REQUEST	1		request_142	1573827828903	1573827828973	OK	 
REQUEST	1		request_143	1573827828906	1573827828976	OK	 
REQUEST	1		request_144	1573827828911	1573827828979	OK	 
REQUEST	1		request_20	1573827828926	1573827828982	OK	 
REQUEST	1		request_21	1573827828930	1573827828985	OK	 
REQUEST	1		request_86	1573827828268	1573827828990	OK	 
REQUEST	1		request_22	1573827828967	1573827828993	OK	 
REQUEST	1		request_23	1573827828971	1573827828997	OK	 
REQUEST	1		request_170	1573827828242	1573827829003	OK	 
REQUEST	1		request_147	1573827828975	1573827829006	OK	 
REQUEST	1		request_146	1573827828940	1573827829009	OK	 
REQUEST	1		request_24	1573827828984	1573827829012	OK	 
