RUN	Compenssar.afiliacionEmpresa	afiliacionempresa	1573834821145	 	3.0.2
USER	afiliacionEmpresa	1	START	1573834823474	1573834823474
REQUEST	1		request_0	1573834823511	1573834823714	OK	 
REQUEST	1		request_1	1573834823873	1573834823904	OK	 
REQUEST	1		request_73	1573834823814	1573834824223	OK	 
REQUEST	1		request_98	1573834823855	1573834824365	OK	 
REQUEST	1		request_68	1573834823843	1573834824448	OK	 
REQUEST	1		request_4	1573834823875	1573834824458	OK	 
REQUEST	1		request_76	1573834823871	1573834824466	OK	 
REQUEST	1		request_145	1573834823872	1573834824555	OK	 
REQUEST	1		request_109	1573834823844	1573834824584	OK	 
REQUEST	1		request_59	1573834823878	1573834824596	OK	 
REQUEST	1		request_3	1573834823875	1573834824621	OK	 
REQUEST	1		request_125	1573834823853	1573834824708	OK	 
REQUEST	1		request_9	1573834824625	1573834824712	OK	 
REQUEST	1		request_8	1573834824463	1573834824718	OK	 
REQUEST	1		request_75	1573834823842	1573834824779	OK	 
REQUEST	1		request_66	1573834823859	1573834824804	OK	 
REQUEST	1		request_11	1573834824723	1573834824808	OK	 
REQUEST	1		request_10	1573834824717	1573834824813	OK	 
REQUEST	1		request_6	1573834823877	1573834824818	OK	 
REQUEST	1		request_2	1573834823874	1573834824824	OK	 
REQUEST	1		request_13	1573834824816	1573834824833	OK	 
REQUEST	1		request_14	1573834824820	1573834824877	OK	 
REQUEST	1		request_15	1573834824830	1573834824883	OK	 
REQUEST	1		request_16	1573834824836	1573834824890	OK	 
REQUEST	1		request_12	1573834824811	1573834824893	OK	 
REQUEST	1		request_17	1573834824881	1573834824898	OK	 
REQUEST	1		request_19	1573834824892	1573834824912	OK	 
REQUEST	1		request_18	1573834824889	1573834824914	OK	 
REQUEST	1		request_126	1573834823854	1573834824930	OK	 
REQUEST	1		request_20	1573834824897	1573834824932	OK	 
REQUEST	1		request_23	1573834824916	1573834824936	OK	 
REQUEST	1		request_22	1573834824913	1573834824938	OK	 
REQUEST	1		request_21	1573834824900	1573834824946	OK	 
REQUEST	1		request_26	1573834824940	1573834824953	OK	 
REQUEST	1		request_25	1573834824937	1573834824956	OK	 
REQUEST	1		request_24	1573834824935	1573834824958	OK	 
REQUEST	1		request_27	1573834824948	1573834824962	OK	 
REQUEST	1		request_29	1573834824957	1573834824967	OK	 
REQUEST	1		request_28	1573834824955	1573834824971	OK	 
REQUEST	1		request_30	1573834824959	1573834824974	OK	 
REQUEST	1		request_31	1573834824963	1573834824977	OK	 
REQUEST	1		request_32	1573834824970	1573834824984	OK	 
REQUEST	1		request_33	1573834824973	1573834824986	OK	 
REQUEST	1		request_34	1573834824976	1573834824989	OK	 
REQUEST	1		request_35	1573834824979	1573834824994	OK	 
REQUEST	1		request_37	1573834824988	1573834825007	OK	 
REQUEST	1		request_38	1573834824991	1573834825010	OK	 
REQUEST	1		request_36	1573834824985	1573834825012	OK	 
REQUEST	1		request_39	1573834824996	1573834825015	OK	 
REQUEST	1		request_40	1573834825009	1573834825022	OK	 
REQUEST	1		request_42	1573834825014	1573834825028	OK	 
REQUEST	1		request_41	1573834825011	1573834825031	OK	 
REQUEST	1		request_44	1573834825024	1573834825033	OK	 
REQUEST	1		request_45	1573834825029	1573834825068	OK	 
REQUEST	1		request_43	1573834825017	1573834825081	OK	 
REQUEST	1		request_46	1573834825032	1573834825135	OK	 
REQUEST	1		request_47	1573834825034	1573834825138	OK	 
REQUEST	1		request_101	1573834823857	1573834825182	OK	 
REQUEST	1		request_102	1573834823858	1573834825184	OK	 
REQUEST	1		request_50	1573834825136	1573834825187	OK	 
REQUEST	1		request_49	1573834825085	1573834825206	OK	 
REQUEST	1		request_48	1573834825076	1573834825211	OK	 
REQUEST	1		request_51	1573834825140	1573834825248	OK	 
REQUEST	1		request_53	1573834825208	1573834825251	OK	 
REQUEST	1		request_54	1573834825215	1573834825255	OK	 
REQUEST	1		request_55	1573834825251	1573834825291	OK	 
REQUEST	1		request_57	1573834825258	1573834825297	OK	 
REQUEST	1		request_60	1573834825299	1573834825357	OK	 
REQUEST	1		request_56	1573834825253	1573834825361	OK	 
REQUEST	1		request_58	1573834825292	1573834825380	OK	 
REQUEST	1		request_7	1573834823924	1573834825389	OK	 
REQUEST	1		request_52	1573834825189	1573834825392	OK	 
REQUEST	1		request_62	1573834825363	1573834825446	OK	 
REQUEST	1		request_63	1573834825381	1573834825476	OK	 
REQUEST	1		request_65	1573834825397	1573834825505	OK	 
REQUEST	1		request_67	1573834825448	1573834825509	OK	 
REQUEST	1		request_69	1573834825503	1573834825549	OK	 
REQUEST	1		request_70	1573834825509	1573834825613	OK	 
REQUEST	1		request_71	1573834825511	1573834825632	OK	 
REQUEST	1		request_72	1573834825550	1573834825634	OK	 
REQUEST	1		request_77	1573834825633	1573834825677	OK	 
REQUEST	1		request_61	1573834825359	1573834825697	OK	 
REQUEST	1		request_79	1573834825680	1573834825733	OK	 
REQUEST	1		request_78	1573834825635	1573834825786	OK	 
REQUEST	1		request_80	1573834825723	1573834825795	OK	 
REQUEST	1		request_82	1573834825734	1573834825817	OK	 
